ServiceApprovalNumber,Provider Approval Number,ServiceName,ProviderLegalName,ServiceAddress,Suburb,State,Postcode,Longitude,Latitude,SEIFA,NumberOfApprovedPlaces,QualityArea1Rating,QualityArea2Rating,QualityArea3Rating,QualityArea4Rating,QualityArea5Rating,QualityArea6Rating,QualityArea7Rating,OverallRating,RatingsIssued,PreviousQualityArea1Rating,PreviousQualityArea2Rating,PreviousQualityArea3Rating,PreviousQualityArea4Rating,PreviousQualityArea5Rating,PreviousQualityArea6Rating,PreviousQualityArea7Rating,PreviousOverallRating,PreviousRatingsIssued,Long Day Care,Preschool/Kindergarten - Part of a School,Preschool/Kindergarten - Stand alone,Outside school Hours Care - After School,Outside school Hours Care - Before School,Outside school Hours Care - Vacation Care,Annual Monday Start Time,Annual Monday End Time,Meal Provision
SE-00001635,PR-40014141,Essence Early Learning,THOMANDERS PTY LTD,79 Nerang Connection Road,NERANG,QLD,4211,153.3362362,-27.9879825,7,75,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jul-19,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Feb-18,Yes,No,No,No,No,No,6:00,18:00,Yes
SE-00001636,PR-00001129,Goodstart Early Learning Churchill 1,Goodstart Early Learning Ltd,274 Warwick Road,CHURCHILL,QLD,4305,152.7510815,-27.6443551,3,99,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Nov-20,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Sep-14,Yes,No,No,Yes,Yes,Yes,6:00,18:00,Yes
SE-00001639,PR-00000561,NCC early learners Chinchilla,Nambour Christian College Ltd,14 Villiers Street,CHINCHILLA,QLD,4413,150.6276642,-26.7424435,4,29,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Apr-21,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,May-18,Yes,No,No,No,No,No,6:30,18:30,MT
SE-00001640,PR-00000472,Yeppoon & District Kindergarten - Preschool Campus,Yeppoon & District Kindergarten Association Inc,16 Tucker Street,YEPPOON,QLD,4703,150.737709,-23.1270488,6,25,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,May-15,,,,,,,,,,No,No,Yes,No,No,No,,,No
SE-00001641,PR-00000898,Community Kids Glenella,G8 Education Limited,21-23 Schapers Road,GLENELLA,QLD,4740,149.1471496,-21.112581,5,74,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Feb-19,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Jul-13,Yes,No,Yes,No,No,No,6:30,18:30,Yes
SE-00001642,PR-40009521,Paisley Park Early Learning Centre Laidley,Paisley Park Early Learning Centres (QLD) Pty Ltd ATF Paisley Park ELC (QLD) Unit Trust,19 Hope Street,LAIDLEY,QLD,4341,152.3929482,-27.6486244,3,75,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Mar-21,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Jun-18,Yes,No,No,No,No,No,6:30,18:30,Yes
SE-00001643,PR-40000815,Guppy's Early Learning Wulguru,Guppys ELC Pty Ltd ATF Parkross Family Trust,3 Marconi Street,WULGURU,QLD,4811,146.8172867,-19.3229558,7,74,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Sep-18,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Jan-14,Yes,No,Yes,Yes,Yes,Yes,6:00,18:00,Yes
SE-00001644,PR-00001129,Goodstart Early Learning Murrumba Downs ,Goodstart Early Learning Ltd,204 Goodfellows Road,MURRUMBA DOWNS,QLD,4503,153.0093771,-27.2595833,6,75,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jul-19,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Mar-15,Yes,No,No,No,No,No,6:00,18:00,Yes
SE-00001645,PR-00001129,Goodstart Early Learning Wavell Heights,Goodstart Early Learning Ltd,Cnr Hamilton and Newman Roads,WAVELL HEIGHTS,QLD,4012,153.0444189,-27.3879236,9,75,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Nov-17,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Dec-14,Yes,No,No,No,No,No,6:30,18:30,Yes
SE-00001646,PR-40000815,Guppy's Early Learning - Frenchville,Guppys ELC Pty Ltd ATF Parkross Family Trust,337-339 Dean Street,FRENCHVILLE,QLD,4701,150.5361159,-23.3514534,4,84,Working Towards NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Apr-17,Working Towards NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Jun-15,Yes,No,No,No,No,No,6:30,18:00,Yes
SE-00001647,PR-00000081,Caboolture Central Early Education Centre & Pre School,Queensland Child Care Service Pty Ltd ATF the Queensland Child Care Service Trust No.2,19-21 George Street,CABOOLTURE,QLD,4510,152.9492584,-27.0824085,2,92,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Nov-17,Working Towards NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Mar-14,Yes,No,No,No,No,No,6:15,18:15,Yes
SE-00001648,PR-00001129,Goodstart Early Learning Narangba,Goodstart Early Learning Ltd,232 Young Road,NARANGBA,QLD,4504,152.935946,-27.1735554,8,93,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,May-16,,,,,,,,,,Yes,No,No,No,No,No,6:30,18:00,Yes
SE-00001649,PR-40001311,Day One Early Learning Centre - Dakabin Campus,Monique Chelin Pty Ltd,86 Whitehorse Road,DAKABIN,QLD,4503,152.9824294,-27.2317674,6,75,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Mar-17,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Feb-14,Yes,No,No,No,No,No,6:00,18:30,Yes
SE-00001651,PR-40008218,Currimundi Campus ,Currimundi Campus Pty Ltd as Trustee for Currimundi Campus Trust,38 Bellara Dve,CURRIMUNDI,QLD,4551,153.1204456,-26.7734547,6,99,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Mar-16,,,,,,,,,,Yes,No,No,No,No,No,,,Yes
SE-00001652,PR-00001110,Oaklands Child Care & Kindergarten ,Acgs Nominees Pty Ltd,2 Oaklands Parade,EAST BRISBANE,QLD,4169,153.0501269,-27.4842135,10,99,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Feb-16,,,,,,,,,,Yes,No,No,No,No,No,6:30,18:30,Yes
SE-00001653,PR-00001129,Goodstart Early Learning Pullenvale,Goodstart Early Learning Ltd,18 Bainbridge Drive,PULLENVALE,QLD,4069,152.9096974,-27.5291817,10,75,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Jul-19,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Apr-13,Yes,No,No,Yes,Yes,Yes,7:30,18:00,Yes
SE-00001654,PR-00000746,Yeronga Montessori,Philco Pty Ltd ATF Hutton Family Trust,419 Fairfield Rd Cnr Devon Street,YERONGA,QLD,4104,153.017227,-27.516093,10,46,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jan-21,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jan-15,Yes,No,No,No,No,No,7:00,18:00,Yes
SE-00001655,PR-40000093,Active Pathways Early Childhood Centre,Mary Anne Hall ATF Hall Family Trust,10 Gunn Street,KEARNEYS SPRING,QLD,4350,151.9509054,-27.5870036,5,40,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,May-19,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jul-14,Yes,No,Yes,No,No,No,6:30,18:30,Yes
SE-00001656,PR-00000081,Winston Glades Early Education Centre & Preschool,Queensland Child Care Service Pty Ltd ATF the Queensland Child Care Service Trust No.2,133 Kensington Drive,FLINDERS VIEW,QLD,4305,152.7611985,-27.6552739,3,117,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Sep-16,Working Towards NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Working Towards NQS,Dec-12,Yes,No,No,No,No,No,6:00,18:00,Yes
SE-00001657,PR-00007765,Tumble Tots Kindergarten,Kylie Barrett,3 Wayne Street,STAFFORD HEIGHTS,QLD,4053,153.0041114,-27.3967056,9,15,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jun-15,,,,,,,,,,Yes,No,No,No,No,No,7:00,18:00,No
SE-00001658,PR-00001129,Goodstart Early Learning Beachmere,Goodstart Early Learning Ltd,2 James Rd,BEACHMERE,QLD,4510,153.049253,-27.1287727,2,75,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,May-19,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Sep-15,Yes,No,No,No,No,No,6:00,18:00,Yes
SE-00001659,PR-40008043,Rothwell Kids Early Learning Centre,Rochedale Enterprises Pty Ltd,52-56 Coman Street,ROTHWELL,QLD,4022,153.0425623,-27.2106218,3,94,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Apr-21,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Dec-14,Yes,No,No,No,No,No,6:15,18:15,Yes
SE-00001660,PR-00001129,Goodstart Early Learning Idalia - Lakeland Boulevard,Goodstart Early Learning Ltd,19 - 21 Lakeland Boulevard,IDALIA,QLD,4811,146.8138531,-19.3061847,7,75,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Oct-17,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Mar-13,Yes,No,Yes,No,No,No,6:00,18:00,Yes
SE-00001661,PR-00001129,Goodstart Early Learning Albany Creek - Dawn Road,Goodstart Early Learning Ltd,8 Dawn Road,ALBANY CREEK,QLD,4035,152.9761759,-27.3582713,10,75,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Aug-19,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,May-15,Yes,No,No,No,No,No,6:00,18:00,Yes
SE-00001662,PR-00001129,Goodstart Early Learning Stafford,Goodstart Early Learning Ltd,14 Lennon Street,STAFFORD,QLD,4053,153.0226222,-27.4104981,9,75,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Apr-18,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,May-15,Yes,No,No,No,No,No,6:30,18:30,yes
SE-00001663,PR-40008155,Sparrow Early Learning Bray Park,Sparrow Nest Early Learning No 7 Pty Ltd,245 Francis Road,BRAY PARK,QLD,4500,152.9582439,-27.2845881,8,75,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Apr-18,Working Towards NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Working Towards NQS,Feb-13,Yes,No,No,No,No,No,6:30,18:30,Yes
SE-00001667,PR-00000698,Sunkids Children's Centre Oxley,Quest Properties Pty Ltd ATF The IQ Trust,Cnr Blunder Road and Oakmont Avenue,OXLEY,QLD,4075,152.982321,-27.5765304,10,129,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Feb-20,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Nov-14,Yes,No,No,No,No,No,6:15,18:15,Yes
SE-00001668,PR-00000706,Coral Coast Child Care Centre,Coral Coast Early Learning & Education Centres Pty Ltd,25 Kathleen Drive,INNES PARK,QLD,4670,152.4692651,-24.8504859,2,71,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,May-19,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Nov-14,Yes,No,No,No,No,No,6:30,18:30,MT/AT
SE-00001670,PR-00001129,Goodstart Early Learning Nundah,Goodstart Early Learning Ltd,36 Cameron Street,NUNDAH,QLD,4012,153.0608906,-27.3947922,9,75,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Dec-18,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Jul-15,Yes,No,No,No,No,No,6:30,18:30,Yes
SE-00001671,PR-00000319,Bella Grace Early Learning Centre Chancellor Park ,Bella Grace Chancellor Park Pty Ltd,40 Lakehead Drive,SIPPY DOWNS,QLD,4556,153.0469071,-26.7204518,9,147,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,May-16,,,,,,,,,,Yes,No,No,No,No,No,6:30,18:00,Yes
SE-00001673,PR-00001129,Goodstart Early Learning Mount Louisa,Goodstart Early Learning Ltd,458 Bayswater Road,MOUNT LOUISA,QLD,4814,146.7510802,-19.2725757,6,119,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Sep-17,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Jan-13,Yes,No,No,No,No,No,6:30,18:30,Yes
SE-00001676,PR-00001129,Goodstart Early Learning Varsity Lakes,Goodstart Early Learning Ltd,246 Varsity Parade,VARSITY LAKES,QLD,4227,153.4157458,-28.0767753,8,75,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,May-15,,,,,,,,,,Yes,No,No,No,No,No,6:30,18:30,Yes
SE-00001677,PR-00001129,Goodstart Early Learning Warwick - Percy Street,Goodstart Early Learning Ltd,105 Percy Street,WARWICK,QLD,4370,152.0290859,-28.2181374,2,57,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,May-18,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Jun-15,Yes,No,No,No,No,No,6:30,18:30,Yes
SE-00001678,PR-00000898,Rangeville Early Education Centre,G8 Education Limited,13 - 17 High Street,RANGEVILLE,QLD,4350,151.9785014,-27.5805313,5,81,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Mar-20,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Aug-15,Yes,No,No,No,No,No,6:30,18:00,Yes
SE-00001679,PR-00000694,Unique Unicorns Early Childhood Development Centre,Jayita Pty Ltd,16 Blackhawk Boulevard,THURINGOWA CENTRAL,QLD,4817,146.7219462,-19.3213907,6,75,Exceeding NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Aug-17,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Nov-13,Yes,No,No,No,No,No,6:00,18:00,MT/AT
SE-00001680,PR-00000081,Lockyer Valley Early Education Centre & Pre-School ,Queensland Child Care Service Pty Ltd ATF the Queensland Child Care Service Trust No.2,53 William Street,GATTON,QLD,4343,152.2773699,-27.5613177,3,117,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Apr-16,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Feb-15,Yes,No,No,No,No,No,6:00,18:00,Yes
SE-00001681,PR-00001129,Goodstart Early Learning Caboolture - Smiths Road,Goodstart Early Learning Ltd,77-79 Smiths Road,CABOOLTURE,QLD,4510,152.9334178,-27.0706425,2,75,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,May-21,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Oct-15,Yes,No,No,No,No,No,6:00,18:00,Yes
SE-00001682,PR-00000356,A Country Garden Early Childhood Centre - Jacaranda House,Keutmann Investments Pty Ltd & Khasi Investments Pty Ltd,52 Drayton Road,HARRISTOWN,QLD,4350,151.936809,-27.5791287,5,74,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jan-19,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,May-14,Yes,No,No,No,No,No,6:00,18:00,Yes
SE-00001685,PR-00001098,Avenues Early Learning Centre - Cannon Hill,Wu & Kuo Childcare Pty Ltd ATF Wu & Kuo Childcare Trust,24 Southgate Ave,CANNON HILL,QLD,4170,153.0930009,-27.4676078,10,75,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Jul-15,,,,,,,,,,Yes,No,No,No,No,No,7:00,18:00,MT/AT
SE-00001687,PR-00001129,Goodstart Early Learning Murarrie ,Goodstart Early Learning Ltd,20 Metroplex Ave,MURARRIE,QLD,4172,153.0998496,-27.453911,10,136,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jun-15,,,,,,,,,,Yes,No,No,No,No,No,6:45,18:15,Yes
SE-00001688,PR-00000869,Coastal Kids Childcare,Dallistonvalor Pty Ltd ATF Corrigan Family Trust,2 Arthur St,EMU PARK,QLD,4710,150.8227558,-23.2742017,3,96,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Dec-19,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Dec-14,Yes,No,No,No,No,No,6:15,18:15,No
SE-00001689,PR-00000447,Creative Kids Early Childhood Centre,Batchgoi Pty Ltd,195 Elizabeth Avenue,CLONTARF,QLD,4019,153.0820204,-27.247105,4,75,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Apr-17,Working Towards NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Sep-12,Yes,No,No,No,No,No,6:30,18:30,Yes
SE-00001690,PR-40001480,Creative Garden Early Learning Centre Sinnamon Park A,CG Operations Pty Ltd,27 Goggs Rd,SINNAMON PARK,QLD,4073,152.9497383,-27.5349867,10,97,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Oct-18,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Mar-15,Yes,No,No,No,No,No,6:00,18:00,Yes
SE-00001692,PR-00000701,Happyland Kids Child Care Centre,Happyland Kids Pty Ltd,184 Napper Road,ARUNDEL,QLD,4214,153.3638725,-27.9452636,8,75,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Mar-15,,,,,,,,,,Yes,No,No,No,No,No,6:30,18:30,Yes
SE-00001693,PR-00000973,Bright Horizons Australia Childcare Wongaling,Bright Horizons Australia Childcare Pty Ltd,Lot 65 Webb Road,WONGALING BEACH,QLD,4852,146.0931649,-17.9039027,5,45,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Dec-18,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Jun-13,Yes,No,Yes,No,No,No,7:00,18:00,No
SE-00001694,PR-00001129,Goodstart Early Learning Cranbrook ,Goodstart Early Learning Ltd,Alice Street,CRANBROOK,QLD,4814,146.7527583,-19.3084307,6,102,Exceeding NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Jul-17,Working Towards NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,May-15,Yes,No,No,No,No,No,6:00,18:00,Yes
SE-00001695,PR-00001129,Goodstart Early Learning Boronia Heights - Middle Road ,Goodstart Early Learning Ltd,333 Middle Road,BORONIA HEIGHTS,QLD,4124,153.0093962,-27.6916278,6,119,Exceeding NQS,Meeting NQS,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Mar-17,,,,,,,,,,Yes,No,No,No,No,No,6:30,18:30,Yes
SE-00001696,PR-00001129,Goodstart Early Learning Shailer Park,Goodstart Early Learning Ltd,2 Nangara Street,SHAILER PARK,QLD,4128,153.1761351,-27.6618811,9,75,Exceeding NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Jul-19,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Jul-15,Yes,No,Yes,No,No,No,6:30,18:30,Yes
SE-00001697,PR-40012541,Piptree Early Learning Heritage Park,Piptree (Bayliss) Pty Ltd,298-328 Bayliss Road,HERITAGE PARK,QLD,4118,153.0577626,-27.6880631,5,75,Working Towards NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Meeting NQS,Working Towards NQS,Working Towards NQS,Apr-19,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Working Towards NQS,Nov-15,Yes,No,Yes,No,No,No,6:00,18:00,Yes
SE-00001698,PR-40010576,Bluebird Early Education Robina,Sovana Child Care Pty Ltd as Trustee for Sovana Child Care Trust,60 Investigator Drive,ROBINA,QLD,4226,153.3777841,-28.0755716,9,122,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Jan-20,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Jun-16,Yes,No,No,No,No,No,6:30,18:30,Yes
SE-00001700,PR-00000218,Whispering Gully Childcare Services Robina,Whispering Gully Childcare Pty Ltd,Cnr Highfield Dr & Breakwater Road,ROBINA,QLD,4226,153.3628119,-28.068355,9,102,Meeting NQS,Exceeding NQS,Exceeding NQS,Exceeding NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Nov-16,,,,,,,,,,Yes,No,No,No,No,No,6:30,18:30,Yes
SE-00001701,PR-00001129,Goodstart Early Learning Fortitude Valley ,Goodstart Early Learning Ltd,95 Brookes Street,FORTITUDE VALLEY,QLD,4006,153.0364528,-27.453627,10,139,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Aug-16,Meeting NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,May-16,Yes,No,No,No,No,No,6:30,18:30,Yes
SE-00001703,PR-00001129,Goodstart Early Learning Andergrove,Goodstart Early Learning Ltd,2-10 Emperor Drive,ANDERGROVE,QLD,4740,149.1834424,-21.0815739,5,75,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Mar-20,Working Towards NQS,Working Towards NQS,Working Towards NQS,Meeting NQS,Meeting NQS,Meeting NQS,Meeting NQS,Working Towards NQS,Dec-14,Yes,No,Yes,No,No,No,6:30,18:30,Yes
